zip,primary_city,acceptable_cities,state,county
11978,Westhampton Beach,W Hampton Bch,NY,Suffolk County
11980,Yaphank,,NY,Suffolk County
12007,Alcove,,NY,Albany County
12008,Alplaus,,NY,Schenectady County
12009,Altamont,,NY,Albany County
12010,Amsterdam,West Charlton,NY,Montgomery County
12015,Athens,,NY,Greene County
12016,Auriesville,Fultonville,NY,Montgomery County
12017,Austerlitz,,NY,Columbia County
12018,Averill Park,,NY,Rensselaer County
12019,Ballston Lake,"Burnt Hills, Charlton",NY,Saratoga County
12020,Ballston Spa,Malta,NY,Saratoga County
12022,Berlin,,NY,Rensselaer County
12023,Berne,,NY,Albany County
12024,Brainard,,NY,Columbia County
12025,Broadalbin,,NY,Fulton County
12027,Burnt Hills,,NY,Saratoga County
12028,Buskirk,,NY,Rensselaer County
12029,Canaan,,NY,Columbia County
12031,Carlisle,,NY,Schoharie County
12032,Caroga Lake,,NY,Fulton County
12033,Castleton On Hudson,"Brookview, Castleton, S Schodack, South Schodack",NY,Rensselaer County
12035,Central Bridge,Central Brg,NY,Schoharie County
12036,Charlotteville,Charlottevle,NY,Schoharie County
12037,Chatham,,NY,Columbia County
12040,Cherry Plain,,NY,Rensselaer County
12041,Clarksville,,NY,Albany County
12042,Climax,,NY,Greene County
12043,Cobleskill,Lawyersville,NY,Schoharie County
12045,Coeymans,,NY,Albany County
12046,Coeymans Hollow,Coeymans Holw,NY,Albany County
12047,Cohoes,,NY,Albany County
12050,Columbiaville,,NY,Columbia County
12051,Coxsackie,,NY,Greene County
12052,Cropseyville,,NY,Rensselaer County
12053,Delanson,,NY,Schenectady County
12054,Delmar,,NY,Albany County
12055,Dormansville,,NY,Albany County
12056,Duanesburg,,NY,Schenectady County
12057,Eagle Bridge,White Creek,NY,Washington County
12058,Earlton,,NY,Greene County
12059,East Berne,,NY,Albany County
12060,East Chatham,,NY,Columbia County
12061,East Greenbush,E Greenbush,NY,Rensselaer County
12062,East Nassau,,NY,Rensselaer County
12063,East Schodack,,NY,Rensselaer County
12064,East Worcester,E Worcester,NY,Otsego County
12065,Clifton Park,Halfmoon,NY,Saratoga County
12066,Esperance,,NY,Schoharie County
12067,Feura Bush,,NY,Albany County
12068,Fonda,,NY,Montgomery County
12069,Fort Hunter,,NY,Montgomery County
12070,Fort Johnson,,NY,Montgomery County
12071,Fultonham,,NY,Schoharie County
12072,Fultonville,,NY,Montgomery County
12073,Gallupville,,NY,Schoharie County
12074,Galway,,NY,Saratoga County
12075,Ghent,,NY,Columbia County
12076,Gilboa,,NY,Schoharie County
12077,Glenmont,,NY,Albany County
12078,Gloversville,,NY,Fulton County
12082,Grafton,,NY,Rensselaer County
12083,Greenville,"Norton Hill, S Westerlo, South Westerlo",NY,Greene County
12084,Guilderland,,NY,Albany County
12085,Guilderland Center,Guildrlnd Ctr,NY,Albany County
12086,Hagaman,,NY,Montgomery County
12087,Hannacroix,,NY,Greene County
12089,Hoosick,,NY,Rensselaer County
12090,Hoosick Falls,,NY,Rensselaer County
12092,Howes Cave,,NY,Schoharie County
12093,Jefferson,,NY,Schoharie County
12094,Johnsonville,,NY,Rensselaer County
12095,Johnstown,,NY,Fulton County
12106,Kinderhook,,NY,Columbia County
12107,Knox,,NY,Albany County
12108,Lake Pleasant,,NY,Hamilton County
12110,Latham,Newtonville,NY,Albany County
12115,Malden Bridge,,NY,Columbia County
12116,Maryland,,NY,Otsego County
12117,Mayfield,,NY,Fulton County
12118,Mechanicville,,NY,Saratoga County
12120,Medusa,,NY,Albany County
12121,Melrose,,NY,Rensselaer County
12122,Middleburgh,,NY,Schoharie County
12123,Nassau,,NY,Rensselaer County
12124,New Baltimore,,NY,Greene County
12125,New Lebanon,"Lebanon Spg, Lebanon Springs",NY,Columbia County
12128,Newtonville,Latham,NY,Albany County
12130,Niverville,,NY,Columbia County
12131,North Blenheim,N Blenheim,NY,Schoharie County
12132,North Chatham,,NY,Columbia County
12133,North Hoosick,,NY,Rensselaer County
12134,Northville,,NY,Fulton County
12136,Old Chatham,,NY,Columbia County
12137,Pattersonville,Pattersonvle,NY,Schenectady County
12138,Petersburg,"Petersburgh, Taconic Lake",NY,Rensselaer County
12139,Piseco,,NY,Hamilton County
12140,Poestenkill,,NY,Rensselaer County
12141,Quaker Street,,NY,Schenectady County
12143,Ravena,,NY,Albany County
12144,Rensselaer,,NY,Rensselaer County
12147,Rensselaerville,Rensselaervle,NY,Albany County
12148,Rexford,,NY,Saratoga County
12149,Richmondville,,NY,Schoharie County
12150,Rotterdam Junction,Rotterdam Jct,NY,Schenectady County
12151,Round Lake,,NY,Saratoga County
12153,Sand Lake,,NY,Rensselaer County
12154,Schaghticoke,,NY,Rensselaer County
12155,Schenevus,,NY,Otsego County
12156,Schodack Landing,Schodack Lndg,NY,Rensselaer County
12157,Schoharie,,NY,Schoharie County
12158,Selkirk,,NY,Albany County
12159,Slingerlands,,NY,Albany County
12160,Sloansville,,NY,Schoharie County
12161,South Bethlehem,S Bethlehem,NY,Albany County
12164,Speculator,,NY,Hamilton County
12165,Spencertown,,NY,Columbia County
12166,Sprakers,,NY,Montgomery County
12167,Stamford,,NY,Delaware County
12168,Stephentown,,NY,Rensselaer County
12169,Stephentown,,NY,Rensselaer County
12170,Stillwater,,NY,Saratoga County
12172,Stottville,,NY,Columbia County
12173,Stuyvesant,,NY,Columbia County
12174,Stuyvesant Falls,Stuyvesant Fl,NY,Columbia County
12175,Summit,,NY,Schoharie County
12176,Surprise,,NY,Greene County
12177,Tribes Hill,,NY,Montgomery County
12180,Troy,,NY,Rensselaer County
12181,Troy,,NY,Rensselaer County
12182,Troy,,NY,Rensselaer County
12183,Troy,Green Island,NY,Albany County
12184,Valatie,,NY,Columbia County
12185,Valley Falls,,NY,Rensselaer County
12186,Voorheesville,,NY,Albany County
12187,Warnerville,,NY,Schoharie County
12188,Waterford,,NY,Saratoga County
12189,Watervliet,,NY,Albany County
12190,Wells,,NY,Hamilton County
12192,West Coxsackie,W Coxsackie,NY,Greene County
12193,Westerlo,,NY,Albany County
12194,West Fulton,,NY,Schoharie County
12195,West Lebanon,,NY,Columbia County
12196,West Sand Lake,W Sand Lake,NY,Rensselaer County
12197,Worcester,,NY,Otsego County
12198,Wynantskill,,NY,Rensselaer County
12201,Albany,,NY,Albany County
12202,Albany,,NY,Albany County
12203,Albany,"Colonie, Stuyvesant Plaza, Stuyvsnt Plz",NY,Albany County
12204,Albany,Menands,NY,Albany County
12205,Albany,"Colonie, Roessleville",NY,Albany County
12206,Albany,,NY,Albany County
12207,Albany,,NY,Albany County
12208,Albany,,NY,Albany County
12209,Albany,,NY,Albany County
12210,Albany,,NY,Albany County
12211,Albany,"Loudonville, Siena",NY,Albany County
12212,Albany,,NY,Albany County
12214,Albany,,NY,Albany County
12220,Albany,,NY,Albany County
12222,Albany,,NY,Albany County
12223,Albany,,NY,Albany County
12224,Albany,,NY,Albany County
12225,Albany,,NY,Albany County
12226,Albany,,NY,Albany County
12227,Albany,,NY,Albany County
12228,Albany,,NY,Albany County
12229,Albany,,NY,Albany County
12230,Albany,,NY,Albany County
12231,Albany,,NY,Albany County
12232,Albany,,NY,Albany County
12233,Albany,,NY,Albany County
12234,Albany,,NY,Albany County
12235,Albany,,NY,Albany County
12236,Albany,,NY,Albany County
12237,Albany,,NY,Albany County
12238,Albany,,NY,Albany County
12239,Albany,,NY,Albany County
12240,Albany,,NY,Albany County
12241,Albany,,NY,Albany County
12242,Albany,,NY,Albany County
12243,Albany,,NY,Albany County
12244,Albany,,NY,Albany County
12245,Albany,,NY,Albany County
12246,Albany,,NY,Albany County
12247,Albany,,NY,Albany County
12248,Albany,,NY,Albany County
12249,Albany,,NY,Albany County
12250,Albany,,NY,Albany County
12252,Albany,,NY,Albany County
12255,Albany,,NY,Albany County
12256,Albany,,NY,Albany County
12257,Albany,,NY,Albany County
12260,Albany,,NY,Albany County
12261,Albany,,NY,Albany County
12288,Albany,,NY,Albany County
12301,Schenectady,,NY,Schenectady County
12302,Schenectady,"Glenville, Scotia",NY,Schenectady County
12303,Schenectady,,NY,Schenectady County
12304,Schenectady,,NY,Schenectady County
12305,Schenectady,,NY,Schenectady County
12306,Schenectady,Rotterdam,NY,Schenectady County
12307,Schenectady,,NY,Schenectady County
12308,Schenectady,,NY,Schenectady County
12309,Schenectady,Niskayuna,NY,Schenectady County
12325,Schenectady,Glenville,NY,Schenectady County
12345,Schenectady,,NY,Schenectady County
12401,Kingston,"Eddyville, Saint Remy",NY,Ulster County
12402,Kingston,,NY,Ulster County
12404,Accord,,NY,Ulster County
12405,Acra,,NY,Greene County
12406,Arkville,,NY,Delaware County
12407,Ashland,,NY,Greene County
12409,Bearsville,Shady,NY,Ulster County
12410,Big Indian,Oliverea,NY,Ulster County
12411,Bloomington,,NY,Ulster County
12412,Boiceville,,NY,Ulster County
12413,Cairo,,NY,Greene County
12414,Catskill,Cementon,NY,Greene County
12416,Chichester,,NY,Ulster County
12417,Connelly,,NY,Ulster County
12418,Cornwallville,,NY,Greene County
12419,Cottekill,,NY,Ulster County
12420,Cragsmoor,,NY,Ulster County
12421,Denver,,NY,Delaware County
12422,Durham,,NY,Greene County
12423,East Durham,,NY,Greene County
12424,East Jewett,Tannersville,NY,Greene County
12427,Elka Park,,NY,Greene County
12428,Ellenville,,NY,Ulster County
12429,Esopus,,NY,Ulster County
12430,Fleischmanns,"Halcott Center, Halcott Ctr",NY,Delaware County
12431,Freehold,,NY,Greene County
12432,Glasco,,NY,Ulster County
12433,Glenford,,NY,Ulster County
12434,Grand Gorge,,NY,Delaware County
12435,Greenfield Park,Greenfld Park,NY,Ulster County
12436,Haines Falls,,NY,Greene County
12438,Halcottsville,,NY,Delaware County
12439,Hensonville,East Windham,NY,Greene County
12440,High Falls,,NY,Ulster County
12441,Highmount,,NY,Ulster County
12442,Hunter,,NY,Greene County
12443,Hurley,,NY,Ulster County
12444,Jewett,,NY,Greene County
12446,Kerhonkson,,NY,Ulster County
12448,Lake Hill,,NY,Ulster County
12449,Lake Katrine,,NY,Ulster County
12450,Lanesville,,NY,Greene County
12451,Leeds,,NY,Greene County
12452,Lexington,,NY,Greene County
12453,Malden On Hudson,Malden Hudson,NY,Ulster County
12454,Maplecrest,,NY,Greene County
12455,Margaretville,,NY,Delaware County
12456,Mount Marion,,NY,Ulster County
12457,Mount Tremper,,NY,Ulster County
12458,Napanoch,,NY,Ulster County
12459,New Kingston,,NY,Delaware County
12460,Oak Hill,,NY,Greene County
12461,Olivebridge,Krumville,NY,Ulster County
12463,Palenville,,NY,Greene County
12464,Phoenicia,,NY,Ulster County
12465,Pine Hill,,NY,Ulster County
12466,Port Ewen,,NY,Ulster County
12468,Prattsville,,NY,Greene County
12469,Preston Hollow,Preston Holw,NY,Albany County
12470,Purling,,NY,Greene County
12471,Rifton,,NY,Ulster County
12472,Rosendale,,NY,Ulster County
12473,Round Top,,NY,Greene County
12474,Roxbury,,NY,Delaware County
12475,Ruby,,NY,Ulster County
12477,Saugerties,,NY,Ulster County
12480,Shandaken,,NY,Ulster County
12481,Shokan,,NY,Ulster County
12482,South Cairo,,NY,Greene County
12483,Spring Glen,,NY,Ulster County
12484,Stone Ridge,,NY,Ulster County
12485,Tannersville,,NY,Greene County
12486,Tillson,,NY,Ulster County
12487,Ulster Park,,NY,Ulster County
12489,Wawarsing,,NY,Ulster County
12490,West Camp,,NY,Ulster County
12491,West Hurley,,NY,Ulster County
12492,West Kill,,NY,Greene County
12493,West Park,,NY,Ulster County
12494,West Shokan,,NY,Ulster County
12495,Willow,,NY,Ulster County
12496,Windham,,NY,Greene County
12498,Woodstock,,NY,Ulster County
12501,Amenia,,NY,Dutchess County
12502,Ancram,,NY,Columbia County
12503,Ancramdale,,NY,Columbia County
12504,Annandale On Hudson,"Annandale, Red Hook",NY,Dutchess County
12506,Bangall,,NY,Dutchess County
12507,Barrytown,Red Hook,NY,Dutchess County
12508,Beacon,,NY,Dutchess County
12510,Billings,,NY,Dutchess County
12511,Castle Point,,NY,Dutchess County
12512,Chelsea,,NY,Dutchess County
12513,Claverack,,NY,Columbia County
12514,Clinton Corners,Clinton Cors,NY,Dutchess County
12515,Clintondale,,NY,Ulster County
12516,Copake,,NY,Columbia County
12517,Copake Falls,,NY,Columbia County
12518,Cornwall,,NY,Orange County
12520,Cornwall On Hudson,Cornwall Hdsn,NY,Orange County
12521,Craryville,Taghkanic,NY,Columbia County
12522,Dover Plains,,NY,Dutchess County
12523,Elizaville,Taghkanic,NY,Columbia County
12524,Fishkill,,NY,Dutchess County
12525,Gardiner,,NY,Ulster County
12526,Germantown,,NY,Columbia County
12527,Glenham,,NY,Dutchess County
12528,Highland,,NY,Ulster County
12529,Hillsdale,,NY,Columbia County
12530,Hollowville,,NY,Columbia County
12531,Holmes,,NY,Dutchess County
12533,Hopewell Junction,"East Fishkill, Hopewell, Hopewell Jct, Wiccopee",NY,Dutchess County
12534,Hudson,,NY,Columbia County
12537,Hughsonville,,NY,Dutchess County
12538,Hyde Park,,NY,Dutchess County
12540,Lagrangeville,,NY,Dutchess County
12541,Livingston,,NY,Columbia County
12542,Marlboro,,NY,Ulster County
12543,Maybrook,,NY,Orange County
12544,Mellenville,,NY,Columbia County
12545,Millbrook,,NY,Dutchess County
12546,Millerton,,NY,Dutchess County
12547,Milton,,NY,Ulster County
12548,Modena,,NY,Ulster County
12549,Montgomery,,NY,Orange County
12550,Newburgh,,NY,Orange County
12551,Newburgh,,NY,Orange County
12552,Newburgh,,NY,Orange County
12553,New Windsor,Newburgh,NY,Orange County
12555,Newburgh,Mid Hudson,NY,Orange County
12561,New Paltz,,NY,Ulster County
12563,Patterson,,NY,Putnam County
12564,Pawling,,NY,Dutchess County
12565,Philmont,,NY,Columbia County
12566,Pine Bush,,NY,Ulster County
12567,Pine Plains,,NY,Dutchess County
12568,Plattekill,,NY,Ulster County
12569,Pleasant Valley,Pleasant Vly,NY,Dutchess County
12570,Poughquag,,NY,Dutchess County
12571,Red Hook,Milan,NY,Dutchess County
12572,Rhinebeck,,NY,Dutchess County
12574,Rhinecliff,,NY,Dutchess County
12575,Rock Tavern,,NY,Orange County
12577,Salisbury Mills,Salisbury Mls,NY,Orange County
12578,Salt Point,,NY,Dutchess County
12580,Staatsburg,,NY,Dutchess County
12581,Stanfordville,,NY,Dutchess County
12582,Stormville,,NY,Dutchess County
12583,Tivoli,,NY,Dutchess County
12584,Vails Gate,,NY,Orange County
12585,Verbank,,NY,Dutchess County
12586,Walden,,NY,Orange County
12588,Walker Valley,,NY,Ulster County
12589,Wallkill,,NY,Ulster County
12590,Wappingers Falls,"New Hamburg, Wappingers Fl, West Fishkill",NY,Dutchess County
12592,Wassaic,,NY,Dutchess County
12593,West Copake,Copake,NY,Columbia County
12594,Wingdale,,NY,Dutchess County
12601,Poughkeepsie,,NY,Dutchess County
12602,Poughkeepsie,,NY,Dutchess County
12603,Poughkeepsie,Arlington,NY,Dutchess County
12604,Poughkeepsie,,NY,Dutchess County
12701,Monticello,,NY,Sullivan County
12719,Barryville,,NY,Sullivan County
12720,Bethel,,NY,Sullivan County
12721,Bloomingburg,,NY,Sullivan County
12722,Burlingham,,NY,Sullivan County
12723,Callicoon,,NY,Sullivan County
12724,Callicoon Center,Callicoon Ctr,NY,Sullivan County
12725,Claryville,,NY,Ulster County
12726,Cochecton,,NY,Sullivan County
12727,Cochecton,,NY,Sullivan County
12729,Cuddebackville,"Cuddebackvlle, Godeffroy",NY,Orange County
12732,Eldred,,NY,Sullivan County
12733,Fallsburg,,NY,Sullivan County
12734,Ferndale,,NY,Sullivan County
12736,Fremont Center,Fremont Ctr,NY,Sullivan County
12737,Glen Spey,,NY,Sullivan County
12738,Glen Wild,,NY,Sullivan County
12740,Grahamsville,Sundown,NY,Sullivan County
12741,Hankins,,NY,Sullivan County
12742,Harris,,NY,Sullivan County
12743,Highland Lake,,NY,Sullivan County
12745,Hortonville,,NY,Sullivan County
12746,Huguenot,,NY,Orange County
12747,Hurleyville,,NY,Sullivan County
12748,Jeffersonville,Jeffersonvlle,NY,Sullivan County
12749,Kauneonga Lake,Kauneonga Lk,NY,Sullivan County
12750,Kenoza Lake,,NY,Sullivan County
12751,Kiamesha Lake,,NY,Sullivan County
12752,Lake Huntington,Lk Huntington,NY,Sullivan County
12754,Liberty,,NY,Sullivan County
12758,Livingston Manor,"Lew Beach, Livingstn Mnr",NY,Sullivan County
12759,Loch Sheldrake,Loch Sheldrke,NY,Sullivan County
12760,Long Eddy,,NY,Delaware County
12762,Mongaup Valley,Mongaup Vly,NY,Sullivan County
12763,Mountain Dale,,NY,Sullivan County
12764,Narrowsburg,,NY,Sullivan County
12765,Neversink,,NY,Sullivan County
12766,North Branch,,NY,Sullivan County
12767,Obernburg,,NY,Sullivan County
12768,Parksville,,NY,Sullivan County
12769,Phillipsport,,NY,Sullivan County
12770,Pond Eddy,,NY,Sullivan County
12771,Port Jervis,,NY,Orange County
12775,Rock Hill,,NY,Sullivan County
12776,Roscoe,,NY,Sullivan County
12777,Forestburgh,Monticello,NY,Sullivan County
12778,Smallwood,,NY,Sullivan County
12779,South Fallsburg,S Fallsburg,NY,Sullivan County
12780,Sparrow Bush,Sparrowbush,NY,Orange County
12781,Summitville,,NY,Sullivan County
12783,Swan Lake,,NY,Sullivan County
12784,Thompsonville,,NY,Sullivan County
12785,Westbrookville,"Port Jervis, Westbrookvlle",NY,Orange County
12786,White Lake,,NY,Sullivan County
12787,White Sulphur Springs,Wht Sphr Spgs,NY,Sullivan County
12788,Woodbourne,,NY,Sullivan County
12789,Woodridge,,NY,Sullivan County
12790,Wurtsboro,,NY,Sullivan County
12791,Youngsville,,NY,Sullivan County
12792,Yulan,,NY,Sullivan County
12801,Glens Falls,Queensbury,NY,Warren County
12803,South Glens Falls,"Glens Falls, S Glens Falls",NY,Saratoga County
12804,Queensbury,Glens Falls,NY,Warren County
12808,Adirondack,,NY,Warren County
12809,Argyle,,NY,Washington County
12810,Athol,,NY,Warren County
12811,Bakers Mills,,NY,Warren County
12812,Blue Mountain Lake,Blue Mtn Lake,NY,Hamilton County
12814,Bolton Landing,Bolton Lndg,NY,Warren County
12815,Brant Lake,,NY,Warren County
12816,Cambridge,,NY,Washington County
12817,Chestertown,,NY,Warren County
12819,Clemons,,NY,Washington County
12820,Cleverdale,,NY,Warren County
12821,Comstock,,NY,Washington County
12822,Corinth,,NY,Saratoga County
12823,Cossayuna,,NY,Washington County
12824,Diamond Point,,NY,Warren County
12827,Fort Ann,,NY,Washington County
12828,Fort Edward,,NY,Washington County
12831,Gansevoort,Wilton,NY,Saratoga County
12832,Granville,,NY,Washington County
12833,Greenfield Center,Greenfld Ctr,NY,Saratoga County
12834,Greenwich,Thomson,NY,Washington County
12835,Hadley,,NY,Saratoga County
12836,Hague,,NY,Warren County
12837,Hampton,,NY,Washington County
12838,Hartford,,NY,Washington County
12839,Hudson Falls,,NY,Washington County
12841,Huletts Landing,Huletts Lndg,NY,Washington County
12842,Indian Lake,,NY,Hamilton County
12843,Johnsburg,,NY,Warren County
12844,Kattskill Bay,Pilot Knob,NY,Washington County
12845,Lake George,,NY,Warren County
12846,Lake Luzerne,,NY,Warren County
12847,Long Lake,,NY,Hamilton County
12848,Middle Falls,,NY,Washington County
12849,Middle Granville,Mdl Granville,NY,Washington County
12850,Middle Grove,,NY,Saratoga County
12851,Minerva,,NY,Essex County
12852,Newcomb,,NY,Essex County
12853,North Creek,,NY,Warren County
12854,North Granville,N Granville,NY,Washington County
12855,North Hudson,,NY,Essex County
12856,North River,,NY,Warren County
12857,Olmstedville,,NY,Essex County
12858,Paradox,Ticonderoga,NY,Essex County
12859,Porter Corners,Porter Cors,NY,Saratoga County
12860,Pottersville,,NY,Warren County
12861,Putnam Station,Putnam Sta,NY,Washington County
12862,Riparius,,NY,Warren County
12863,Rock City Falls,Rock City Fls,NY,Saratoga County
12864,Sabael,,NY,Hamilton County
12865,Salem,"E Greenwich, East Greenwich",NY,Washington County
12866,Saratoga Springs,Saratoga Spgs,NY,Saratoga County
12870,Schroon Lake,,NY,Essex County
12871,Schuylerville,,NY,Saratoga County
12872,Severance,,NY,Essex County
12873,Shushan,,NY,Washington County
12874,Silver Bay,,NY,Warren County
12878,Stony Creek,,NY,Warren County
12879,Newcomb,Tahawus,NY,Essex County
12883,Ticonderoga,,NY,Essex County
12884,Victory Mills,,NY,Saratoga County
12885,Warrensburg,Thurman,NY,Warren County
12886,Wevertown,,NY,Warren County
12887,Whitehall,,NY,Washington County
12901,Plattsburgh,,NY,Clinton County
12903,Plattsburgh,,NY,Clinton County
12910,Altona,,NY,Clinton County
12911,Keeseville,"Au Sable Chasm, Ausable Chasm",NY,Clinton County
12912,Au Sable Forks,Au Sable Frks,NY,Clinton County
12913,Bloomingdale,,NY,Essex County
12914,Bombay,,NY,Franklin County
12915,Brainardsville,Brainardsvle,NY,Franklin County
12916,Brushton,,NY,Franklin County
12917,Burke,,NY,Franklin County
12918,Cadyville,,NY,Clinton County
12919,Champlain,,NY,Clinton County
12920,Chateaugay,,NY,Franklin County
12921,Chazy,,NY,Clinton County
12922,Childwold,,NY,St. Lawrence County
12923,Churubusco,,NY,Clinton County
12924,Keeseville,Clintonville,NY,Clinton County
12926,Constable,,NY,Franklin County
12927,Cranberry Lake,Cranberry Lk,NY,St. Lawrence County
12928,Crown Point,,NY,Essex County
12929,Dannemora,,NY,Clinton County
12930,Dickinson Center,Dickinson Ctr,NY,Franklin County
12932,Elizabethtown,,NY,Essex County
12933,Ellenburg,,NY,Clinton County
12934,Ellenburg Center,Ellenburg Ctr,NY,Clinton County
12935,Ellenburg Depot,Ellenburg Dep,NY,Clinton County
12936,Essex,Whallonsburg,NY,Essex County
12937,Fort Covington,Ft Covington,NY,Franklin County
12939,Gabriels,,NY,Franklin County
12941,Jay,,NY,Essex County
12942,Keene,,NY,Essex County
12943,Keene Valley,Saint Huberts,NY,Essex County
12944,Keeseville,,NY,Essex County
